city,term,tweet
Los Angeles,tacos,My life in a tweet RT“@ashleyxmaeee: I want tacos :(”
Los Angeles,tacos,"Baby, will you be my Corona and lime? @ Solita Tacos &amp; Margaritas http://t.co/1jzUkYLyPZ"
Los Angeles,tacos,@stephjeromeee cream of chicken is lifee!! Today i had soft tacos tho! :) very carefully aha
Los Angeles,tacos,Just posted a photo @ Tacos On 69Th And Central http://t.co/VhtOAks6Or
Los Angeles,tacos,Kings game then some hot ass tacos🔥🔥
Los Angeles,tacos,@TheGreatGlowsby don't fav my tweet if you not gone slide through with my 2 for 99¢ tacos
Los Angeles,tacos,"Getting tacos , gonna go home , get comfy and watch Agents of S.H.I.E.L.D.S 😋📺"
Los Angeles,tacos,"Tacos and piano (wo)man (at @CasaEscobar in Santa Monica, CA) https://t.co/yfNo2TqEJZ"
Los Angeles,tacos,"tacos in, time for the tequila"
Los Angeles,tacos,Them tacos were bomb AF
Los Angeles,tacos,"""You just paid $13 for my $6 tacos"" ""you'll see why...Just prepare yourself to shit later"" ""what?"" ""What!"" #mylesisms"
Los Angeles,tacos,Yes I love Modelos and tacos! I'm mexican duhhhhh
Los Angeles,tacos,"Erika got a hankering for some tacos (@ King Taco Restaurant in Lynwood, CA) https://t.co/FcUJvC8cPF"
Los Angeles,tacos,But LA tacos are bomb so fuck it
Los Angeles,tacos,My brother is hooking it up w a second round of tacos
Los Angeles,tacos,Hell yeah tacos
Los Angeles,tacos,Gonna get some jack in the box tacos (:
Los Angeles,tacos,@Blanco_Go we are just until gma finishes these tacos she said snd my pie she served me the whole plate 😂 http://t.co/mOn1zlUYN7
Los Angeles,tacos,Getting my Tacos 💘
Los Angeles,tacos,"Fuck yeah, Dino's bringing me home some tacos."
Los Angeles,tacos,Nothing says you miss la more than 11 tacos straight
Los Angeles,tacos,Tacos and beer 😔🙌😁
Los Angeles,tacos,I'm such a fatass 😭😐😭😭 8 tacos down the hatch and I'm still looking lol
Los Angeles,tacos,How do you spell #Thanksgiving leftovers? I spell it T-I-T-O-S. @ Tito's Tacos http://t.co/x3ZiH1CCDp
Los Angeles,tacos,@samanthahoopes Tito's Tacos is crazy busy 2nite! 💭💭💭 http://t.co/JhFgGIwp1B
Los Angeles,tacos,Eating joys tacos xD #marketanegra
Los Angeles,tacos,Omg. I just want some freaking tacos. Come on. Taking 5 ever.  #PlazaMexico
Los Angeles,tacos,"Best. Ever. (@ Tito's Tacos in Culver City, CA) https://t.co/V9N21BlSVE"
Los Angeles,tacos,"At Sage Organic Vegan Bistro with my mom, eating some raw vegan tacos. 
#Tacos #Vegan #LA #EchoPark… http://t.co/eXSplN0ryC"
Los Angeles,tacos,Vegan tacos and sandwiches are here and DELICIOUS. @pureluckpopup #OtherwildBizarreBazaar till 9! @… http://t.co/1XmUgm3sRA
Los Angeles,tacos,"We resist the urge of eating out, and instead we made tacos for the first time.. Lol 😋… http://t.co/jaPyk4Vu2o"
Los Angeles,food truck,Carb &amp; Nation’s Handcrafted Sandwiches and Sodas: Carb &amp; Nation is a Los Angeles-based food truck &amp; catering… http://t.co/SOwlKRk8s6
Los Angeles,food truck,Eating tacos from the mexican food truck every weekend is becoming a habit
Los Angeles,food truck,My type of food truck!! #LA #dancetheworld #IamHungry @ WeHo http://t.co/oDx9NrIrgf
Los Angeles,food truck,Spotted in LAX: a vegan burger food truck
Los Angeles,food truck,"Bill Cosby forced to earn extra cash.  His food truck ""Statutory Crepe"" will be @abbotkinney1st next week.  Order but don't expect response."
Los Angeles,food truck,I wanna go to food truck night in Pershing square!!!
Los Angeles,food truck,Just about every street you go down there is a taco stand or a food truck.lol
Los Angeles,food truck,#Flannel Game Strong. Collaboration: Team Truth &amp; Lies x Ian Catering Food Truck. Bringing fashion and… http://t.co/bZuiPjpjbN
Los Angeles,food truck,Come down to tikino tonight for some amazing food truck food and great drinks will be there as well as… http://t.co/BIp013XyMF
Los Angeles,food truck,I'm going to make a Buffalo wing food truck with a world famous recipe
Los Angeles,food truck,Alegria Food Truck's organic turkey and bacon sandwich. That's right a organic food truck in LA… http://t.co/KskaYUP5pD
Los Angeles,food truck,Decided to walk to campus today (10 mile day) instead of biking. Passed by a food truck waiting for customers with a chef picking his nose.
Los Angeles,food truck,"Lmao ""food truck"""
Los Angeles,food truck,"A pleasant surprise for dinner (@ Jogasaki Food Truck in East San Gabriel Valley, CA w/ @phoenixsxflight) https://t.co/SYCghnaM5C"
Los Angeles,food truck,"@BBQbarLA I'm a Chef. I man the pit for Serious Barbecue, cook for my food/recipe blog &amp; product test. I'm working on opening a food truck."
Los Angeles,food truck,IM OFF I FINNA HIT THE TACO TRUCK OR SOME FOOD PLACE
Los Angeles,dumplings,Making dumplings http://t.co/0LBOzUf62E
Los Angeles,dumplings,"Baked wings for the fam, cooked dumplings and I can't even eat it... Went for a slow 4 mile run #feelinggreat 🙏🙏🙏"
Los Angeles,dumplings,"Dumplings and foooods with friends (@ Mama Lu's Dumpling House in Monterey Park, CA) https://t.co/YHJLBgQeyB"
Los Angeles,dumplings,"Turkey dumplings, omg @ drowned in the turkey http://t.co/0UGcqBWKFo"
Los Angeles,dumplings,scallop dumplings @ Ocean Star Dim Sum http://t.co/ZKRwzmmzIN
Los Angeles,dumplings,@SabrinaAnnLynn I love dumplings.👍
Los Angeles,dumplings,Beautiful kimchi dumplings #gourmet #foodie #food #santamonica #la #losangeles #california #travel… http://t.co/GG2ewQmexY
Los Angeles,dumplings,Mommy's making dumplings 😏
Los Angeles,sriracha,I'm buying my dad sriracha for Christmas
Los Angeles,sriracha,Anything I can put sriracha on is my favorite food.
Los Angeles,sriracha,"Oh my god you guys... @MadelineStatton says ""He has Sriracha, he is my man."" #hotsauce"
Los Angeles,sriracha,Who Wants to Try Some Sriracha-Flavored Beer? http://t.co/mVSqt90g65
Los Angeles,sriracha,"Mom dozed off, and so the stew has that rich deep roasted flavor. Thank goodness there's plenty of @huyfongfoods Sriracha sauce on hand!"
Los Angeles,sriracha,My asshole shouldn't burn this bad. It was only sriracha.
Los Angeles,sriracha,"Sriracha Bloody Marys are part of a balanced breakfast. I mean, they've got vitamins and stuff;… http://t.co/F7Ug2ufnXR"
Los Angeles,sriracha,Imma keep a sriracha sauce bottle in my pocket tomorrow
Los Angeles,sriracha,Sriracha isn't spicy
Los Angeles,sriracha,Rice and sriracha for dinner... The day I don't bring home dinner my mom doesn't cook💀
Los Angeles,sriracha,Found something interesting #Sriracha #popcorn . Want some ? #food #foodporn #yum #instafood… http://t.co/iULD0IzZvE
Los Angeles,sriracha,Awkward moment when you ask for Sriracha sauce and mango habanero...at Mc Donalds. Whoops.
Los Angeles,quinoa,"You know you live in LA when your diet comprises of kale, quinoa, brussel sprouts and cauliflower… http://t.co/x6g1oEnDha"
Los Angeles,quinoa,"Sunday Food Prep - mushroom marinara, thai yellow curry, chana masala, and quinoa w/ butternut squash… http://t.co/y3hwi2JxL8"
Los Angeles,quinoa,Actually craving kale and quinoa and protein and all that good stuff 😍
Los Angeles,quinoa,"Quinoa, I've missed you... #SAFit #LunchForTheWeek #Reboot @ Belmont Station Apartment Homes http://t.co/gg7xXpFQ6j"
Los Angeles,quinoa,"Quinoa salad with kale, carrot, purple and green  cabbage.. #Organic #Over40 #plantbasednutrition… http://t.co/K533UQY1iK"
Los Angeles,quinoa,Lunch at Sea Casa today... Drool. #burrito #westlakevillage #cheese #quinoa #blackbeans #protein… http://t.co/ZWtBB9LehJ
Los Angeles,quinoa,#Lunch at disneyland @disney #Sabooor #Grilled #Baked #Salmon #GreenBeans #Quinoa 😍😃 @ Disneyland http://t.co/foVDsDFpoi
Los Angeles,quinoa,"Successful thanksgiving I made a beautiful pumpkin quinoa ""salad"" along with other yummy vegan dishes. http://t.co/HPs69UhBrU"
Los Angeles,quinoa,#Superfoods Cafè is a winner again. Tuna salad with #quinoa rice medley and spicy dressing.… http://t.co/Uf35KFheIz
Los Angeles,quinoa,@Wheeler @aboynamedart quinoa is from Peru. Choose a more privileged grain!
Los Angeles,quinoa,"Black Quinoa Vegan Green Veggie Curry. 
#veganfriendly
#hippiechick @ M Street Kitchen http://t.co/S6eC1PyFLV"
Los Angeles,quinoa,"The Fairfax Veg: quinoa chickpea croquette, edamame humus, feta. #stirmarket this is fantastic! @ Stir… http://t.co/xk1wNnQ8uC"
Los Angeles,quinoa,RT @FoodMfg: Booming #Quinoa Demand Fuels Bitter Fued Between #Bolivia and #Peru Over the #Superfood http://t.co/Usz3IvMvHb &lt;&lt; oh brother
Los Angeles,gluten-free,"3 min snack →→ easy peasy 

@hilaryseatWell Hemp + Greens {soy/gluten free} Burger with a dollop of my… http://t.co/3139j1pUeT"
Los Angeles,gluten-free,"That awkward moment when 800• people just look at your athletic wear and say: ""Gluten-free crust, right?""🍕... https://t.co/5hx5vo4PaE"
Los Angeles,gluten-free,My next recordis shaping up to be entirely vegan and gluten free #backalley #healthconsciousdebauchery #hollywood
Los Angeles,gluten-free,“@HistoryInPics: Breadline after 1906 San Francisco earthquake http://t.co/XNm4EJkuYL”can't even see the gluten free line tho. #jussayin
Los Angeles,gluten-free,8/10 tweets on my timeline are relationship drama. I'm just out here happy me and my lady watch SOA and stay gluten free. S/O @anisha1108
Los Angeles,gluten-free,I have so much love for @annegalrossmoor who bought me @GlutinoFoods gluten-free stuffing! I can binge on leftovers just like before!!!
Los Angeles,gluten-free,Thanksgiving L e f t o v e R s : gluten-free bread stuffing with an egg on top for breakfast 🙌 @… http://t.co/D1K3OR0qIO
Los Angeles,gluten-free,gluten free
Los Angeles,gluten-free,"My organic Christmas tree isn't gluten free.
#holidayanxiety"
Los Angeles,gluten-free,@EntMagazine well is it gluten free? 😂
Los Angeles,gluten-free,"@bravelyblue  It was potluck, even. Some of it was made lactose-free and gluten free for my niece's and sister's allergies."
Los Angeles,gluten-free,Thanksgiving morning breakfast: gluten free cookies with almond milk. #thanksgiving @ Café De Leche http://t.co/Ivio6jjuTw
Los Angeles,gluten-free,@sirSLAYSalot when white bae's mom says the food is gluten free http://t.co/7VivQ3XUZa
Los Angeles,gluten-free,"2 Cheesecakes, 1 100% organic &amp; gluten-free pumkin cheesecakes done. Now making a batch of Whiskey Rice Krispy treats.#insomniaisagoodthing"
Los Angeles,gluten-free,@RoarCio gluten free pizza and beer.   The irony.
Los Angeles,gluten-free,@TheLeslyMarie_ everybody's tryna stock up on their gluten free pumpkin pies for tomorrow.
Los Angeles,gluten-free,"@thefoodbabe so excited for my gluten-free, dairy-free, meatless, thanksgiving.  One bowl of salad, hold the dressing,  please."
Los Angeles,gluten-free,Just finished my first attempt at this yummy gem 😝😊 Gluten Free Vegan Pumpkin Pie and tastes like… http://t.co/qtHpemey8v
Los Angeles,gluten-free,"Much needed gluten free pasta adventure!! (@ The Old Spaghetti Factory - @oldspaghfactory in Duarte, CA) https://t.co/15ucvs9YRl"
Los Angeles,gluten-free,"""Which one of these pies is gluten free?"" #ThanksgivinginLA"
Los Angeles,gluten-free,"Organic sweet potato fries are one of our specialties! Fried in gluten-free rice bran oil, perfectly… http://t.co/F74T1gI6D3"
Los Angeles,gluten-free,Getting a head start on my Thanksgiving baking!! Gluten free pumpkin pie going in the… http://t.co/tGjPeufBa6
Los Angeles,gluten-free,@keithpaull is the pizza vegan or gluten free? PLZ say yes
Los Angeles,gluten-free,My friend is gluten free
Los Angeles,gluten-free,Chocolate heaven! Vegan and gluten free. #local #chocolate #vegan #dessert #momentmade #photography… http://t.co/SuCtTREH2I
Los Angeles,gluten-free,Transitioning to gluten-free feels like a big lie this week. #stuffing #thanksgiving
Los Angeles,gluten-free,My grandma got me gluten free cookies😍😍😍
Los Angeles,gluten-free,Breakfast:Greek Omelette-Spinach-Tomatoes-Onions-Feta Cheese/Gluten Free Oatmeal/English Muffins/Fruits #Yummy  👌😜✌️ http://t.co/uFNBct25mE
Chicago,kale,"Sweet potato, black bean, kale &amp; wild rice salad. http://t.co/FmQTVOgrY8"
Chicago,kale,@Swaaannn_ I'll try it and let you know the kale worries me but it can't be worse than my experiment
Chicago,kale,Can’t get enough of Kale? We’ve jazzed up this super vegetable with the tasty roots of chayote squash;… http://t.co/pxnAynP7G4
Chicago,kale,"Salmon, corn kale.... my body feels so tired... I just want to soak.. but excited about tomorrow."
Chicago,kale,Omg KALE IS SO GOOD...
Chicago,kale,I just got offered Kale... yesss!
Chicago,kale,@sarawbell eat some kale and apple cider vinegar.
Chicago,kale,"New risotto on the menu tonight with rutabaga,  poached apples,  pecans, parmesan,  maple and baby Kale from @GarfieldProduce #vegetarian"
Chicago,kale,"Soup of the Week, Zuppa Toscana 

Spicy Sausage, Potatoes, Kale in Chicken Broth !
So Good, Who Wants a Bowl ? http://t.co/Waj7EuEu1s"
Chicago,kale,“@xyellowroses: Should I get the kale sweatshirt or nah” YAH !!!!!!
Chicago,kale,The Trainer said I looked great... welp... signed up 4 boot camp tomorrow and I need Kale. .. where do I get that from?
Chicago,kale,"I'm stuffed but...there's still this. And I'm not logging it, #LoseIt, but I'll be back on track tomorrow. #kale http://t.co/Dyx2BTh8B3"
Chicago,kale,@KarenJordanABC7  So Awesome meeting you today at Marianos in PR. Try Harwood Heights. You'll love the Kale boost smoothie! Not bad!
Chicago,kale,"Kale salad! Stop #4 @chifoodplanet (@ The Goddess And Grocer in Chicago, IL) https://t.co/R9shfWPu0B http://t.co/pZsM3dFgUh"
Chicago,kale,Publican's apples and kale are FUCKING INSANE.
Chicago,kale,"Lol at the fact that I've received at least 6 snapchats this week of my friends eating kale with the caption ""Are you proud of me?"" Hahahaha"
Chicago,bacon,“@RakwonOGOD: BACON SODA I GOT BACON SODA http://t.co/iDEeGQuYXy” 😔
Chicago,bacon,Bacon sausage and grits. #birthdayfortnight #eats @ Dove's Luncheonette http://t.co/yi9K1W6j1W
Chicago,bacon,"Someone, somewhere very close to me - is cooking bacon. #thefastisover #unleashthedevourer"
Chicago,bacon,I feel you Kevin Bacon
Chicago,bacon,@AdamGrinchyPoo and I ate a half pound of turkey bacon and didn't accomplish our plans for the day in the slightest. I'm half okay with this
Chicago,bacon,This finally happened | @shakeshack #smokeshack #cheeseburger #bacon #cherryPeppers #fries #foodie… http://t.co/GcJk6xmhSE
Chicago,bacon,I just had a mental breakdown so my boyfriend made me bacon 😍😍
Chicago,bacon,"@bacon_parade The ending is my favorite part, although I get why it doesn't work for everyone. God, what a movie."
Chicago,bacon,"@bacon_parade I feel like I probably shouldn't be laughing as Daniel bludgeons Eli to death with a bowling pin, but oh well."
Chicago,bacon,@bacon_parade Does thinking Daniel Plainview is a hero make me a total psychopath? (Probably.)
Chicago,bacon,@Lovee_Bacon same bored like always
Chicago,bacon,@Lovee_Bacon Baconnnnnnn
Chicago,bacon,@CaRoLGoTBaNdZ UHMMM you don't like bacon??? Biii
Chicago,bacon,Mac and cheese scramble with bacon...really?! Yum! #reveriechicago @ Reverie http://t.co/4jeyNq0Yhz
Chicago,bacon,"Sour dough bacon wrapped chicken, tinga stew, hash browns... Solid Sunday brunch.  Thanks Nishi!!… http://t.co/7UEyASEXIs"
Chicago,bacon,I tell my mom there's no breakfast food 😒 she tells me cut the ham up and eat it as bacon 😭
Chicago,bacon,When asked whether I can have turkey bacon or the real stuff I pick the real. Turkey bacon tastes like plastic
Chicago,bacon,@Rocko4Real  turkey tried to play me so I fried him like bacon #EAT 🔥🔥🔥
Chicago,bacon,bacon waffles 😍😩
Chicago,bacon,Eggs over hard and bacon sands #Boom #SundayFunday http://t.co/nRVJRmDVIg
Chicago,bacon,My mom is so kind she made us bacon
Chicago,bacon,Finna make me some bacon and rice
Chicago,bacon,@kumascorner hands down that iron maiden w/bacon was the best burger I've ever had. #thankyou
Chicago,bacon,Bacon infused Bourbon😍 yummy from last night 😍😘 @ Umami Burger Wicker Park http://t.co/tfDtO2pH8L
Chicago,bacon,my right hand came over &amp; made me some bacon 😍😩. that's love 💯.!
Chicago,bacon,"Saturday breakfast at my mother's house...French Toast, bacon, sausage, fruit, waffles, English… http://t.co/dNNZRzr5iw"
Chicago,bacon,"@zuutalore those are bacon waffles! So fabulous... oh, and their bloody marys are ahhhhmazing!"
Chicago,bacon,Coffee and bacon.
Chicago,bacon,I mean pets can and do provide needed and accessible therapy and emotional support to people but bitch eat some bacon.
Chicago,bacon,Emotional support pig? Ain't that called bacon?
Chicago,bacon,Frankie held onto that video for so long. There you go babe! Keeping the children fed while you work and bring home the bacon. 👏👏👏
Chicago,bacon,“@Yanixoxolove: I want bacon”🍕
Chicago,bacon,Hell yes I'm back in Chicago! Cheesed Stuffed Burger with Red Onion Bacon Marmalade. #MidwestEats @… http://t.co/LtECHiUqd9
Chicago,bacon,Don't go bacon my heart
Chicago,bacon,"YAY!!!! BLACK FRIDAY CHRISTMAS SHOPPING!!! (@ Harlem Irving Plaza in Norridge, IL) https://t.co/LmbpPxr0mj"
Chicago,bacon,"Tactical Canned Bacon | ThinkGeek
This is the most amazing this ever. I found out about it via http://t.co/pJgQH0Dn2S http://t.co/eQ4mmnWcGy"
Chicago,bacon,New Bears burger of week: Cowboy Fajita Burger! Made w/ specialty bacon/beef patties! @marcusleshock… http://t.co/mWtzX31HVg
Chicago,bacon,“@Ayee_Sterling: @Peazy_E yesss! And I'll have to bring some bacon brownies with me! lol” we are gonna get along just fine 😭
Chicago,bacon,Glazed honey ham. Marinated pork. Fried turkey. Baked mac and cheese with bacon on top. Pasta. Two different stuffings. Salad
Chicago,bacon,"And I thought ""I hate the smell of bacon"""
Chicago,bacon,@FireballWhisky @vandakbrown BRO!!! fireball and bacon #TheWorldIsPerfect
Chicago,bacon,5 different pies Arroz con gandules spaghetti turkey broccoli with bacon yuca and more 👅👅👅 yass
Chicago,bacon,Bacon-wrapped dates with almonds. Wowsa. #Chicago #best @ Mercat a la Planxa http://t.co/q4xpEWf2Vz
Chicago,bacon,@AnthonyG729 it's awesome. Like bacon
Chicago,bacon,Fingering potatoes and onions sizzling in bacon fat. @ Chez Burns http://t.co/I4O4XUEQdV
Chicago,bacon,@raf_brah lol just finished baking my thanksgiving special of mashed sweet potato with bacon sonnnnn 🙌
Chicago,bacon,@SenseiSmokeAlot @LowkeyKendel turkey bacon doesn't even exist yall tweekin
Chicago,bacon,“@SenseiSmokeAlot: From now on anytime Ek tweakin imma just say he off the turkey bacon cappin”it was a set up.
Chicago,bacon,"~there he is,the Main Attraction,Mr Tom ""BACON"" Da turkey!

#thanksgiving#feast#uHungry#getsome… http://t.co/NC7anZUTKX"
Chicago,bacon,my dad made two turkeys and one is wrapped in bacon!!!!!!! 🐔🍗🍴
Chicago,bacon,I cooked!  Well sort of.... Made a marinade and broiled some bacon wrapped shrimp.  Enjoy your holiday! http://t.co/H9rFsCIFgQ
Chicago,bacon,@SenseiSmokeAlot @TrapLifeGXD I love turkey bacon don't get me wrong but that's just what whoever really took it wants u to think.
Chicago,bacon,@TrapLifeGXD @SenseiSmokeAlot aye I didn't take that shit on my soul. It's a setup. A hoax. Fuck around and yall never had any bacon.
Chicago,bacon,Not even noon and I've eaten 6 pieces of bacon and 7 cookies #ImThankfulFor
Chicago,bacon,Mmmmm just are a plate of bacon... This needing protein thing isn't too shabby sometimes
Chicago,bacon,"Cucumber stuffed with garlic cheese, bacon, sun dried tomato. Rethinking my career choice.… http://t.co/q1rpPGAiUC"
Chicago,bacon,I wonder if the pilgrims preferred hickory or applewood smoked bacon... http://t.co/5K8vTgPG4k
Chicago,bacon,"Corn bread stuffing going in, fresh polish sausage, double smoked polish style bacon, trinity, 80… http://t.co/nzial8jKs2"
Chicago,bacon,Waking up to the smell of pancakes and bacon....I think I've died and gone to heaven 😇
Chicago,bacon,Good morning Y'all... Happy Thanksgiving... Headed to Cedar Falls IA... Farmland Bacon n... https://t.co/ove8LydMHE http://t.co/vZR0uWnl0R
Chicago,bacon,Pizza topped with mashed potatoes and bacon!!! #heaven #chitowngiving @ Piece Pizzeria &amp; Brewery http://t.co/xoQBP93Dp7
Chicago,bacon,@butcherlarder please save me a pound of bacon for Friday?!? Also got my turkey brining. Gobble gobble Ty xoxoxo
Chicago,bacon,"#ChancesDances Cranberry Sauce tonight at The Hideout! DJ sets by Tess, Pluto, Nina Ramone, Rita Bacon… http://t.co/exjTpSnaFT"
Chicago,tofu,#vegan biscuits and gravy with hash browns and tofu. It's just lunch. @ West Town Bakery &amp; Diner http://t.co/pDG1eo29Vt
Chicago,tofu,I am disgustingly obsessed with the shoyu tofu from whole foods.
Chicago,tofu,"@BenjaminABock ha, in that case the tofu-turkey"
Chicago,tofu,I'm hungry I want some fatty foods my momma always cooking vegetables or tofu😫
Chicago,chicken and waffles,We had no chicken... so I had turkey and waffles today lmao
Chicago,chicken and waffles,"Delicious brunch with family.  Chai+Sage blueberry pancakes, chicken and waffles, portobello focaccia… http://t.co/0HDKYLBDXx"
Chicago,chicken and waffles,"3947 s. King drive
Chicken and waffles!!
#SupportBlackBusinesses 
#BoycottBlackFriday"
Chicago,chicken and waffles,Oh my. RT @ThrillistCHI: The top 10 plates of chicken &amp; waffles in Chicago http://t.co/gOEOdrVtGc http://t.co/IT9ze45fK3
Chicago,chicken and waffles,My city has the best food! @ Chicago's Chicken and Waffles http://t.co/RhdQp10zyY
Chicago,tacos,"maleficent on blu-ray, tacos, and the last of the leftover roasted garlic mashed potatoes. monday night."
Chicago,tacos,So excited to be part of the Bitter Betty Bazaar event Sunday. Stop by &amp; say hello. We will be serving up our awesome tacos. #TatocoChicago
Chicago,tacos,I came home to tacos and a michelada. Like seriously can life be any better?  🙌
Chicago,tacos,"My dad said were getting portillos for dinner and my brother says ""do they have tacos?"""
Chicago,tacos,Craving tacos and egg rolls 💀
Chicago,tacos,@melrevels ask Dan M to sing you his beautiful delicious rendition of Feliz Navidad this holiday season. #tacos
Chicago,tacos,I want tacos
Chicago,tacos,shrimp bao from @yumdumtruck all day with Korean chili chicken &amp; KIMCHEESY balls. Tacos too! #nowservingatthegarage http://t.co/KkssJw6QSI
Chicago,tacos,Anyone want to have dinner tonight? Tacos. I have a reservation for 2 but am also willing to eat all of the tacos myself.Sharing is more fun
Chicago,tacos,@EP_M93 Fuck Indio. Go to Atontonicos &amp; get yourself some REAL tacos.
Chicago,tacos,Brownie points to whoever brings me tacos &amp;horhata
Chicago,tacos,These steak tacos &amp; refried beans are about to give me life 😋😩🙌😍
Chicago,tacos,Everybody wanna eat tacos today
Chicago,tacos,You know what goes well with Christmas tree shopping? Korean tacos. #SoHungryNotEvenFunny
Chicago,tacos,"""mom I want a cat""
""cats are tacos not pets"" oh.."
Chicago,tacos,Tacos and tequila with these beautiful people #vscocam #glenellyn @ A Toda Madre http://t.co/kvV9bMpQ9g
Chicago,tacos,Best time to have tacos is in the morning!  #zacatacos #realtacos #tacos. #foodporn. @ Zaca Tacos http://t.co/PrUJNsvs16
Chicago,tacos,@samila_kunis BK tacos all day
Chicago,tacos,@fucksteez666 fine I want tacos
Chicago,tacos,@skittleboy22 them tacos will b worth it bubu
Chicago,tacos,"The turn up here is real (@ Lazo's Tacos in Chicago, IL) https://t.co/Pw4287sAWd"
Chicago,tacos,Tacos would be perf right now
Chicago,tacos,Tacos are the move when I get back to Milwaukee
Chicago,tacos,"I just ordered 4 carne asada tacos with some horchata of off ""http://t.co/qQRHnABxQC"" lmaoo 😂 I wonder if I'm actually gonna get my food 😳😒"
Chicago,tacos,Need some tacos in my life
Chicago,tacos,"@alexaguiluz_ mmmm horchata, bring me some and maybe tacos you know hook it up though"
Chicago,tacos,@IAM_YAZMINE lol no MF it was the tacos
Chicago,tacos,"Bruh, I'm never eating Flacos tacos again 😷. Tacos had me throwing up for hours"
Chicago,tacos,My brudah made Tacos
Chicago,tacos,"Some of the best tacos I've ever had (@ Carniceria Guanajuato in Chicago, IL) https://t.co/27KFM2biW9"
Chicago,tacos,"""It's like... You're always here."" @ Zaca Tacos http://t.co/4YncSq98ME"
Chicago,tacos,"Mr Taco is hands down, the best taco joint in the land! #cicero #tacos #foodporn @ Mr. Taco http://t.co/WvLBE7F5ux"
Chicago,tacos,Where else can you get steak tacos and truffle fries? I ❤️ Chicago. @ Vinyl Social Food &amp; Drink http://t.co/SadNsGAnm8
Chicago,tacos,Eating Tacos De Asada and listening to @luiscoronel281 on #TouchTunes #Tenerte 👌😍😋 At Jalisco Restaurant
Chicago,tacos,Eating at Jalisco restaurant and we playing banda in TouchTunes 😉👌 #Tacos #Mexicans 😍
Chicago,tacos,Sweet Home #Chicago. Saturday afternoon tacos at @tamalespaceship with @yolowesty @ Tamale Spaceship http://t.co/Z680JTYg0O
Chicago,tacos,The best tacos. #elsalto #tacos #foodporn @ El Salto Mexican Restaurant and Cantina http://t.co/Cd1c0wduLO
Chicago,tacos,"The waitresses here hate me and I have no idea why. (@ Tío Luis Tacos in Chicago, IL) https://t.co/XNaMOPAtxi"
Chicago,tacos,if only I had some tacos
Chicago,tacos,"""@rauhlcall: my jacket smells like tacos."" Goals."
Chicago,tacos,Breakfast tacos! #ILoveMeli @MeliCafeChicago http://t.co/zS1VoCRJo7
Chicago,tacos,Tacos always the move. 😩
Chicago,tacos,What's better after bar food: pizza or tacos?
Chicago,tacos,I can really go for some indios tacos
Chicago,tacos,I think I could eat tacos everyday of my life
Chicago,tacos,My dad better buy me tacos or imma tell my mom he don't feed me 💪
Chicago,tacos,Best tacos are from the pasadita 😏✊
Chicago,tacos,tacos and burritos with polanskis and butlers
Chicago,tacos,“@meyaaah: OMG there's a Flaco's Tacos in Wrigleyville!” 💋💋💋
Chicago,tacos,"I want a torta, 4 tacos, and a large horchata from el indio so bad!!!"
Chicago,tacos,"I'm at Dona Naty's Tacos in Chicago, IL https://t.co/B8Dhgnp6aU"
Chicago,tacos,The closest ill get to Mexican tacos http://t.co/6Mg2I9LN0M
Chicago,tacos,I regret only getting 2 tacos from Taco Bell 😥
Chicago,tacos,@Samkingftw youre welcome at my house we made to many tacos
Chicago,tacos,"I made us pechugas, mac and cheese and tacos de papa. didn't know I could cook. Lols"
Chicago,tacos,With my mexican side  family yayyyy tacos xD
Chicago,tacos,These tacos de lengua hit the spot!
Chicago,tacos,Al these peple tlk soo much shyt bout Mexicans bt thn be like I luv tacos n 5 de Mayo lke stfu U just said u hated Mexicans bitch 😒🙅
Chicago,tacos,@_dvyo_ @yungxxgio turn that shit to tacos
Chicago,tacos,@callmeKIYLZ 😭😭 those are not no damn tacos 💀
Chicago,tacos,I hope its some left overs turkey tacos
Chicago,tacos,There's no place like home! #tacos #zacatacos #sweethomechicago #chicago @ Zaca Tacos http://t.co/I97q4mpcGV
Chicago,tacos,"@offuttjillian Ever tried it with cranberry on it? Game changer. 

Also: Leftover turkey tacos."
Chicago,tacos,Im thankful for bdubs &amp; Doritos tacos &amp; mac n cheese &amp; cheezy bread &amp; orange chicken &amp; Cheetos &amp; Parmesan cheese bless the lord for food 😭❤️
Chicago,tacos,"I'm at Lazo's Tacos in Chicago, IL https://t.co/QgMYoA9HsE"
Chicago,tacos,@LoveNikkiNashay I will make you tacos
Chicago,tacos,"""I can't tell if I smell like BO or tacos..."" #thestruggle @edubz8"
Chicago,tacos,Them Tacos Just Got Me Right 😩 I Needa Nap 😴
Chicago,tacos,"Do you like tacos?
#TalkToMeMatt"
Chicago,tacos,@feministy I enjoy using Carl Sagan quotes in my debugging :-) but tacos are a win-win for everyone and anyone.
Chicago,tacos,"Damn, Marina and my sis made me want tacos now😓"
Chicago,tacos,"Finna get some People's tacos, I guess."
Chicago,tacos,Before your turkey coma sets in get one last taco before #thanksgiving! The fish tacos at tallboytaco… http://t.co/C5kIPLBVJX
Chicago,tacos,"CAM DO YOU LIKE TACOS?
@camerondallas"
Chicago,tacos,These tacos thou👌
Chicago,tacos,I'm so excited for turkey. Like turkey tacos for a week after too. 😍
Chicago,tacos,I need tacos plz sum 1
